Dis No,Year,Disaster Type
2016-0528-VUT,2016,Epidemic
2016-0575-SSD,2016,Epidemic
2017-0251-TJK,2017,Flood
2017-0039-USA,2017,Storm
2017-0383-VIR,2017,Storm
2017-0136-USA,2017,Flood
2017-0336-USA,2017,Storm
2017-0010-UKR,2017,Extreme temperature
2017-0542-USA,2017,Storm
2017-0178-ZAF,2017,Storm
2017-0062-USA,2017,Storm
2017-0091-ZWE,2017,Storm
2017-0566-TUR,2017,Storm
2017-0234-USA,2017,Storm
2017-0564-USA,2017,Storm
2017-0362-USA,2017,Storm
2017-0070-USA,2017,Storm
2017-0169-TWN,2017,Flood
2017-0337-VNM,2017,Flood
2017-0259-VNM,2017,Flood
2017-0270-VNM,2017,Flood
2017-0428-VNM,2017,Flood
2017-0280-TUR,2017,Earthquake
2017-0203-USA,2017,Storm
2017-0563-USA,2017,Storm
2017-0253-USA,2017,Storm
2017-0512-USA,2017,Storm
2017-0329-TUN,2017,Wildfire
2017-0326-TWN,2017,Storm
2017-0381-USA,2017,Storm
2017-0381-VIR,2017,Storm
2017-0422-VNM,2017,Storm
2017-0462-ZAF,2017,Storm
2017-0381-BLM,2017,Storm
2017-0010-SRB,2017,Extreme temperature
2017-0205-TZA,2017,Flood
2017-0395-UGA,2017,Flood
2017-0447-UGA,2017,Epidemic
2017-0195-URY,2017,Flood
2017-0108-USA,2017,Storm
2017-0022-USA,2017,Storm
2017-0282-USA,2017,Flood
2017-0058-USA,2017,Flood
2017-0383-USA,2017,Storm
2017-0410-USA,2017,Storm
2017-0252-USA,2017,Wildfire
2017-0434-USA,2017,Wildfire
2017-9550-USA,2017,Drought
2017-0511-USA,2017,Wildfire
2017-0381-VGB,2017,Storm
2017-0383-VGB,2017,Storm
2017-0281-VNM,2017,Storm
2017-0352-VNM,2017,Storm
2017-0406-VNM,2017,Storm
2017-0492-VNM,2017,Flood
2017-0394-VUT,2017,Volcanic activity
2017-0231-VUT,2017,Storm
2017-0279-YEM,2017,Epidemic
2017-0555-YEM,2017,Epidemic
2017-0365-YEM,2017,Flood
2017-9211-ZAF,2017,Drought
2017-0217-ZAF,2017,Flood
2017-0547-ZAF,2017,Wildfire
2017-0340-COD,2017,Landslide
2017-0543-COD,2017,Epidemic
2017-0391-COD,2017,Flood
2017-0558-ZMB,2017,Epidemic
2017-0297-MNE,2017,Wildfire
2017-0381-MAF,2017,Storm
2017-0381-SXM,2017,Storm
2018-0227-VNM,2018,Storm
2018-0305-VNM,2018,Storm
2018-0005-COD,2018,Flood
2018-0111-USA,2018,Storm
2018-0395-TTO,2018,Flood
2018-0130-USA,2018,Flood
2018-0204-VNM,2018,Flood
2018-0369-VNM,2018,Flood
2018-0146-USA,2018,Volcanic activity
2018-0456-VUT,2018,Volcanic activity
2018-0258-USA,2018,Wildfire
2018-0344-USA,2018,Storm
2018-0129-USA,2018,Storm
2018-0419-USA,2018,Flood
2018-0045-USA,2018,Storm
2018-0042-TON,2018,Storm
2018-0313-TWN,2018,Storm
2018-0423-UGA,2018,Landslide
2018-0457-USA,2018,Storm
2018-0342-USA,2018,Storm
2018-0010-USA,2018,Landslide
2018-0201-VNM,2018,Storm
2018-0042-WSM,2018,Storm
2018-0177-YEM,2018,Storm
2018-0394-YEM,2018,Storm
2018-0373-USA,2018,Storm
2018-0272-TUR,2018,Landslide
2018-0279-USA,2018,Storm
2018-0246-SRB,2018,Flood
2018-0207-TJK,2018,Flood
2018-0364-TUN,2018,Flood
2018-0388-TUN,2018,Flood
2018-0059-TWN,2018,Earthquake
2018-0125-TZA,2018,Flood
2018-0076-UGA,2018,Epidemic
2018-0248-UKR,2018,Storm
2018-9103-URY,2018,Drought
2018-0046-USA,2018,Storm
2018-0331-USA,2018,Flood
2018-0206-USA,2018,Storm
2018-0170-USA,2018,Storm
2018-0409-USA,2018,Wildfire
2018-9476-USA,2018,Drought
2018-0468-USA,2018,Wildfire
2018-0386-VEN,2018,Flood
2018-0290-VEN,2018,Flood
2018-0448-VNM,2018,Flood
2018-0484-VNM,2018,Storm
2018-0253-COD,2018,Epidemic
2018-0363-COD,2018,Epidemic
2018-0434-ZWE,2018,Epidemic
2018-0399-MNP,2018,Storm
2018-0490-HUN,2018,Extreme temperature
2019-0086-USA,2019,Flood
2019-0533-ITA,2019,Storm
2019-0541-PHL,2019,Storm
2019-0634-PHL,2019,Storm
2019-0600-SOM,2019,Storm
2019-0558-ITA,2019,Storm
2019-0545-AUS,2019,Wildfire
2019-0533-FRA,2019,Storm
2019-0543-ITA,2019,Storm
2019-0601-MDG,2019,Storm
2019-0089-USA,2019,Storm
2019-0227-UGA,2019,Landslide
2019-0045-USA,2019,Storm
2019-0357-TUR,2019,Flood
2019-0090-USA,2019,Flood
2019-0380-VNM,2019,Flood
2019-0265-VNM,2019,Flood
2019-0482-VNM,2019,Flood
2019-0461-YEM,2019,Flood
2019-0176-ZAF,2019,Flood
2019-0645-BDI,2019,Flood
2019-0542-BRA,2019,Flood
2019-0580-BRA,2019,Flood
2019-0611-CHN,2019,Flood
2019-0579-DJI,2019,Flood
2019-0576-FRA,2019,Flood
2019-0632-IDN,2019,Flood
2019-0657-IDN,2019,Flood
2019-0577-LKA,2019,Flood
2019-0647-PER,2019,Flood
2019-0599-UGA,2019,Flood
2019-0625-UGA,2019,Flood
2019-0646-IDN,2019,Wildfire
2019-0160-USA,2019,Storm
2019-0250-USA,2019,Storm
2019-0116-USA,2019,Flood
2019-0106-ZAF,2019,Flood
2019-0633-MOZ,2019,Flood
2019-0046-USA,2019,Storm
2019-0430-UGA,2019,Landslide
2019-0184-USA,2019,Storm
2019-0412-USA,2019,Storm
2019-0417-USA,2019,Storm
2019-0110-ZWE,2019,Storm
2019-0532-CAN,2019,Storm
2019-0558-FRA,2019,Storm
2019-0621-FRA,2019,Storm
2019-0557-KEN,2019,Landslide
2019-0519-MEX,2019,Storm
2019-9619-BWA,2019,Drought
2019-0630-ETH,2019,Insect infestation
2019-0630-KEN,2019,Insect infestation
2019-0630-SDN,2019,Insect infestation
2019-0630-SOM,2019,Insect infestation
2019-0630-UGA,2019,Insect infestation
2019-9088-ZWE,2019,Drought
2019-0007-USA,2019,Storm
2019-0479-TUR,2019,Earthquake
2019-0274-TUR,2019,Flood
2019-0462-TUR,2019,Flood
2019-0387-TWN,2019,Storm
2019-0165-TZA,2019,Storm
2019-0193-TZA,2019,Epidemic
2019-0203-TZA,2019,Flood
2019-0496-TZA,2019,Flood
2019-0515-TZA,2019,Flood
2019-0179-UGA,2019,Flood
2019-0254-UGA,2019,Flood
2019-0040-URY,2019,Flood
2019-0273-URY,2019,Flood
2019-0081-USA,2019,Storm
2019-0484-USA,2019,Storm
2019-0306-USA,2019,Earthquake
2019-0335-USA,2019,Storm
2019-0513-USA,2019,Wildfire
2019-0307-USA,2019,Flood
2019-9359-VNM,2019,Drought
2019-0393-VNM,2019,Flood
2019-0419-VNM,2019,Flood
2019-0213-YEM,2019,Flood
2019-0122-YEM,2019,Epidemic
2019-0252-YEM,2019,Flood
2019-0182-ZAF,2019,Flood
2019-0170-COD,2019,Landslide
2019-0048-ZMB,2019,Flood
2019-0094-ZWE,2019,Flood
2019-0275-SRB,2019,Flood
2019-0285-SSD,2019,Flood
2019-0188-SSD,2019,Epidemic
2019-0189-SSD,2019,Wildfire
2019-0486-SSD,2019,Flood
2019-0613-AFG,2019,Landslide
2019-0666-AGO,2019,Flood
2019-0572-ALB,2019,Earthquake
2019-9666-ARG,2019,Drought
2019-0585-BDI,2019,Landslide
2019-0650-BEL,2019,Extreme temperature
2019-0663-BEN,2019,Epidemic
2019-0550-BGD,2019,Storm
2019-0655-BGD,2019,Extreme temperature
2019-0660-CAF,2019,Epidemic
2019-0524-CAF,2019,Flood
2019-0640-CHL,2019,Wildfire
2019-0520-CHN,2019,Earthquake
2019-0527-CMR,2019,Landslide
2019-0561-COG,2019,Flood
2019-0664-COG,2019,Flood
2019-0595-COL,2019,Flood
2019-0606-COL,2019,Flood
2019-0653-COL,2019,Flood
2019-0601-COM,2019,Storm
2019-0630-DJI,2019,Insect infestation
2019-0630-ERI,2019,Insect infestation
2019-0533-ESP,2019,Storm
2019-0626-ESP,2019,Storm
2019-0658-ETH,2019,Epidemic
2019-0642-FJI,2019,Storm
2019-0531-FJI,2019,Epidemic
2019-0551-FRA,2019,Earthquake
2019-0626-FRA,2019,Storm
2019-0650-GBR,2019,Extreme temperature
2019-0568-GBR,2019,Flood
2019-0665-GMB,2019,Storm
2019-0620-IDN,2019,Flood
2019-0523-IDN,2019,Flood
2019-0550-IND,2019,Storm
2019-0574-IND,2019,Flood
2019-0553-IRN,2019,Earthquake
2019-0521-JPN,2019,Storm
2019-0629-LKA,2019,Flood
2019-0656-LKA,2019,Flood
2019-9619-LSO,2019,Drought
2019-0596-MEX,2019,Flood
2019-0523-MYS,2019,Flood
2019-0578-MYS,2019,Flood
2019-0631-MYS,2019,Flood
2019-0598-NZL,2019,Volcanic activity
2019-0659-PAK,2019,Epidemic
2019-0522-PHL,2019,Earthquake
2019-0529-PHL,2019,Earthquake
2019-0619-PHL,2019,Earthquake
2019-0549-PHL,2019,Storm
2019-0573-PHL,2019,Storm
2019-0626-PRT,2019,Storm
2019-0643-RWA,2019,Flood
2019-0654-RWA,2019,Flood
2019-0518-SAU,2019,Flood
2019-0525-SDN,2019,Epidemic
2019-0526-SEN,2019,Flood
2019-9619-SWZ,2019,Drought
2019-0528-TON,2019,Epidemic
2019-0531-TON,2019,Epidemic
2019-0562-TZA,2019,Flood
2019-0630-TZA,2019,Insect infestation
2019-0623-UGA,2019,Landslide
2019-0540-UGA,2019,Flood
2019-0608-URY,2019,Flood
2020-0270-BRA,2020,Storm
2020-0418-CHE,2020,Storm
2021-0069-CHL,2021,Storm
2020-0495-COL,2020,Storm
2020-0554-FJI,2020,Storm
2020-0474-GTM,2020,Storm
2020-0463-PHL,2020,Storm
2020-0501-PHL,2020,Storm
2020-0218-SLV,2020,Storm
2020-0010-PAK,2020,Storm
2020-0022-BRA,2020,Flood
2020-0183-GTM,2020,Flood
2020-0157-KAZ,2020,Flood
2020-0045-PSE,2020,Extreme temperature
2020-0533-ITA,2020,Flood
2020-0095-PAK,2020,Flood
2020-0019-AUS,2020,Storm
2020-0474-NIC,2020,Storm
2020-0406-ITA,2020,Storm
2021-0016-ESP,2021,Storm
2020-0388-UGA,2020,Storm
2020-0487-SOM,2020,Storm
2020-0307-THA,2020,Storm
2020-0009-AFG,2020,Storm
2020-0323-BGD,2020,Flood
2020-0285-BIH,2020,Flood
2020-0058-BOL,2020,Flood
2020-0056-BRA,2020,Flood
2020-0077-BRA,2020,Flood
2020-0083-BRA,2020,Flood
2020-0560-BRA,2020,Flood
2020-0259-CIV,2020,Flood
2020-0071-COL,2020,Flood
2020-0477-COL,2020,Flood
2020-0218-GTM,2020,Storm
2020-0264-GTM,2020,Flood
2020-0218-HND,2020,Storm
2021-0003-IDN,2021,Earthquake
2020-0134-IDN,2020,Flood
2020-0250-IDN,2020,Flood
2020-0544-IDN,2020,Flood
2020-0059-IDN,2020,Flood
2020-0161-IDN,2020,Flood
2020-0185-IDN,2020,Flood
2020-0325-IDN,2020,Flood
2020-0486-IDN,2020,Flood
2021-0005-IDN,2021,Flood
2020-0206-IND,2020,Flood
2020-0304-IND,2020,Flood
2020-0521-ITA,2020,Flood
2020-0418-ITA,2020,Storm
2020-0296-JPN,2020,Flood
2020-0164-KEN,2020,Flood
2020-0308-KOR,2020,Storm
2020-0333-KOR,2020,Flood
2020-0016-MDG,2020,Flood
2020-0219-MEX,2020,Storm
2020-0353-MEX,2020,Flood
2020-0506-MEX,2020,Flood
2020-0160-MYS,2020,Flood
2020-0297-NPL,2020,Flood
2020-0357-PAK,2020,Flood
2020-0032-PER,2020,Flood
2020-0094-PER,2020,Flood
2020-0122-PER,2020,Flood
2020-0111-PNG,2020,Flood
2020-0158-PRI,2020,Earthquake
2021-0067-PRY,2021,Flood
2020-0188-RWA,2020,Flood
2020-0041-RWA,2020,Flood
2020-0171-RWA,2020,Flood
2020-0384-THA,2020,Flood
2020-0561-THA,2020,Flood
2020-0166-TZA,2020,Flood
2020-0182-UGA,2020,Flood
2020-0213-UGA,2020,Flood
2020-0522-UGA,2020,Flood
2020-0018-IDN,2020,Flood
2020-0269-MMR,2020,Landslide
2020-0257-NGA,2020,Flood
2020-0007-PRI,2020,Earthquake
2020-0329-MMR,2020,Flood
2021-0027-BOL,2021,Flood
2020-0266-CAN,2020,Storm
2020-0053-AUS,2020,Flood
2020-0075-HND,2020,Flood
2020-0001-ISR,2020,Flood
2020-0305-SDN,2020,Flood
2020-0301-URY,2020,Flood
2020-0555-JPN,2020,Storm
2021-0018-JPN,2021,Storm
2020-0030-MNG,2020,Storm
2021-0017-TWN,2021,Storm
2020-0060-ARG,2020,Storm
2020-0306-ARM,2020,Storm
2020-0109-BDI,2020,Storm
2020-0260-CHN,2020,Landslide
2020-0488-COL,2020,Landslide
2020-0207-CUB,2020,Storm
2020-0373-DOM,2020,Storm
2020-0524-IND,2020,Storm
2021-0072-IND,2021,Glacial lake outburst
2020-0411-KHM,2020,Storm
2020-0403-KOR,2020,Storm
2020-0411-LAO,2020,Storm
2020-0103-MDG,2020,Storm
2020-0316-MEX,2020,Storm
2021-0036-MOZ,2021,Storm
2020-0070-PER,2020,Landslide
2020-0558-PHL,2020,Storm
2020-0280-URY,2020,Storm
2020-9235-BFA,2020,Drought
2020-9396-LSO,2020,Drought
2020-9424-MDG,2020,Drought
2020-9569-MLI,2020,Drought
2020-9586-MOZ,2020,Drought
2020-9538-MRT,2020,Drought
2020-9570-NER,2020,Drought
2020-0057-IND,2020,Storm
2020-0519-IRN,2020,Flood
2020-0005-TUR,2020,Storm
2020-0496-CHN,2020,Flood
2020-0425-CHN,2020,Storm
2020-0102-EGY,2020,Flood
2020-0132-SLB,2020,Storm
2020-0125-COG,2020,Flood
2021-0028-MYS,2021,Flood
2020-0098-RWA,2020,Flood
2020-0124-AFG,2020,Flood
2020-0153-AFG,2020,Flood
2020-0311-AFG,2020,Flood
2020-0377-AFG,2020,Flood
2020-0063-AFG,2020,Landslide
2020-0142-AFG,2020,Flood
2020-0173-AGO,2020,Flood
2020-0104-AGO,2020,Flood
2020-0092-ARG,2020,Flood
2020-0595-AUS,2020,Storm
2021-0058-AUS,2021,Wildfire
2020-0055-BDI,2020,Flood
2020-0172-BDI,2020,Flood
2020-0051-BEL,2020,Storm
2020-0530-BEL,2020,Extreme temperature
2020-0421-BEN,2020,Flood
2020-0169-BFA,2020,Flood
2020-0248-BFA,2020,Flood
2020-0399-BFA,2020,Flood
2020-0211-BGD,2020,Storm
2020-0474-BLZ,2020,Storm
2020-0091-BOL,2020,Flood
2021-0001-BOL,2021,Flood
2020-9582-BRA,2020,Drought
2020-0191-CAN,2020,Flood
2020-0241-CHN,2020,Storm
2020-0244-CHN,2020,Earthquake
2020-0308-CHN,2020,Storm
2020-0355-CHN,2020,Storm
2020-0119-CHN,2020,Wildfire
2021-9078-CHN,2021,Drought
2020-0276-CHN,2020,Flood
2020-0282-CHN,2020,Flood
2020-0322-CHN,2020,Flood
2020-0581-CHN,2020,Flood
2020-0592-CMR,2020,Flood
2020-0509-COG,2020,Flood
2020-0474-COL,2020,Storm
2020-0317-COL,2020,Flood
2020-0474-CRI,2020,Storm
2020-0312-CUB,2020,Storm
2020-0051-CZE,2020,Storm
2020-0051-DEU,2020,Storm
2020-0150-DJI,2020,Flood
2020-0312-DOM,2020,Storm
2020-0376-DOM,2020,Storm
2020-0579-DZA,2020,Earthquake
2020-0479-ECU,2020,Volcanic activity
2020-0072-ECU,2020,Flood
2020-0020-ESP,2020,Storm
2020-0240-ETH,2020,Landslide
2020-0159-ETH,2020,Flood
2020-0222-ETH,2020,Landslide
2020-0564-ETH,2020,Flood
2020-0015-FJI,2020,Storm
2020-0132-FJI,2020,Storm
2021-0070-FJI,2021,Storm
2020-0254-FRA,2020,Flood
2020-0459-FRA,2020,Flood
2020-0418-FRA,2020,Storm
2020-0020-FRA,2020,Storm
2020-0051-FRA,2020,Storm
2020-0530-FRA,2020,Extreme temperature
2020-0202-FRA,2020,Flood
2020-0069-GBR,2020,Flood
2020-0051-GBR,2020,Storm
2020-0530-GBR,2020,Extreme temperature
2020-0372-GEO,2020,Flood
2020-0228-GHA,2020,Flood
2020-0399-GHA,2020,Flood
2020-0480-GIN,2020,Flood
2020-0466-GRC,2020,Earthquake
2020-0503-GRC,2020,Flood
2020-0331-GRC,2020,Flood
2020-0495-GTM,2020,Storm
2020-0155-GUF,2020,Flood
2020-0474-HND,2020,Storm
2020-0495-HND,2020,Storm
2020-0106-HRV,2020,Earthquake
2020-0572-HRV,2020,Earthquake
2020-0376-HTI,2020,Storm
2020-0225-IDN,2020,Earthquake
2020-0517-IDN,2020,Volcanic activity
2020-0518-IDN,2020,Volcanic activity
2020-0086-IDN,2020,Flood
2020-0144-IDN,2020,Flood
2020-0245-IDN,2020,Flood
2020-0310-IDN,2020,Flood
2020-0551-IDN,2020,Flood
2020-0052-IDN,2020,Flood
2020-0429-IDN,2020,Landslide
2021-0086-IDN,2021,Landslide
2020-0014-IDN,2020,Flood
2020-0033-IDN,2020,Flood
2020-0036-IDN,2020,Flood
2020-0068-IDN,2020,Flood
2020-0115-IDN,2020,Flood
2020-0121-IDN,2020,Flood
2020-0151-IDN,2020,Flood
2020-0224-IDN,2020,Flood
2020-0265-IDN,2020,Flood
2020-0532-IDN,2020,Flood
2021-0088-IDN,2021,Flood
2020-0220-IND,2020,Landslide
2020-0332-IND,2020,Landslide
2020-0211-IND,2020,Storm
2020-0217-IND,2020,Storm
2020-0198-IND,2020,Flood
2020-0249-IND,2020,Flood
2020-0446-IND,2020,Flood
2020-0073-IRN,2020,Earthquake
2021-0095-IRN,2021,Earthquake
2020-0574-IRN,2020,Landslide
2020-0126-IRN,2020,Insect infestation
2020-0017-IRN,2020,Flood
2020-0076-IRN,2020,Flood
2020-0118-IRN,2020,Flood
2020-0142-IRN,2020,Flood
2020-0535-IRN,2020,Flood
2020-0116-IRQ,2020,Flood
2020-0447-ISR,2020,Wildfire
2020-0365-ITA,2020,Landslide
2020-0051-ITA,2020,Storm
2020-0540-ITA,2020,Flood
2021-0105-JPN,2021,Earthquake
2020-0400-JPN,2020,Storm
2020-0403-JPN,2020,Storm
2020-0462-KHM,2020,Storm
2020-0400-KOR,2020,Storm
2020-0327-KOR,2020,Flood
2020-0307-LAO,2020,Storm
2020-0447-LBN,2020,Wildfire
2020-0482-LCA,2020,Epidemic
2020-0211-LKA,2020,Storm
2020-0461-LKA,2020,Flood
2020-0548-LKA,2020,Flood
2021-0071-MAR,2021,Flood
2021-0036-MDG,2021,Storm
2020-0281-MEX,2020,Earthquake
2020-0416-MEX,2020,Storm
2020-0474-MEX,2020,Storm
2020-0483-MEX,2020,Storm
2020-0324-MNG,2020,Flood
2020-0602-MNG,2020,Flood
2020-0284-MNG,2020,Flood
2020-0062-MOZ,2020,Flood
2020-0484-MOZ,2020,Flood
2020-0436-MRT,2020,Flood
2020-0481-MRT,2020,Flood
2020-0046-MWI,2020,Flood
2020-0559-MYS,2020,Flood
2020-0272-MYS,2020,Flood
2020-0289-MYS,2020,Flood
2020-0414-MYS,2020,Flood
2020-0085-NAM,2020,Flood
2020-0336-NER,2020,Flood
2020-0387-NER,2020,Flood
2020-0039-NGA,2020,Epidemic
2020-0528-NGA,2020,Epidemic
2020-0321-NGA,2020,Flood
2020-0455-NGA,2020,Flood
2020-0495-NIC,2020,Storm
2020-0530-NLD,2020,Extreme temperature
2020-0569-NOR,2020,Landslide
2020-0428-NZL,2020,Wildfire
2020-0043-NZL,2020,Flood
2020-0543-NZL,2020,Flood
2020-0221-OMN,2020,Flood
2020-0457-PAK,2020,Landslide
2020-0130-PAK,2020,Insect infestation
2020-0133-PAK,2020,Flood
2020-0249-PAK,2020,Flood
2020-0330-PAN,2020,Flood
2020-0474-PAN,2020,Storm
2020-0495-PAN,2020,Storm
2020-0370-PHL,2020,Earthquake
2020-0008-PHL,2020,Volcanic activity
2021-0022-PHL,2021,Flood
2020-0568-PHL,2020,Landslide
2020-0203-PHL,2020,Storm
2020-0452-PHL,2020,Storm
2020-0470-PHL,2020,Storm
2020-0047-PNG,2020,Flood
2020-0138-PNG,2020,Flood
2020-0146-PNG,2020,Landslide
2020-0571-PNG,2020,Landslide
2020-0051-POL,2020,Storm
2020-0273-POL,2020,Flood
2020-0312-PRI,2020,Storm
2020-0363-PRK,2020,Flood
2020-0080-PRY,2020,Epidemic
2021-0001-PRY,2021,Flood
2020-0286-ROU,2020,Flood
2020-0156-RWA,2020,Flood
2020-0369-SAU,2020,Flood
2020-0397-SEN,2020,Flood
2020-0474-SLV,2020,Storm
2020-0495-SLV,2020,Storm
2020-0464-SLV,2020,Landslide
2020-0320-SOM,2020,Flood
2020-0159-SOM,2020,Flood
2020-0454-SVK,2020,Flood
2020-0051-SVN,2020,Storm
2020-0051-SWE,2020,Storm
2020-0447-SYR,2020,Wildfire
2021-0039-SYR,2021,Flood
2020-0302-TCD,2020,Flood
2020-0382-TCD,2020,Flood
2020-0426-TGO,2020,Flood
2020-0199-THA,2020,Storm
2020-0529-THA,2020,Flood
2020-0411-THA,2020,Storm
2020-0462-THA,2020,Storm
2020-0527-TJK,2020,Flood
2020-0132-TON,2020,Storm
2020-0440-TUN,2020,Flood
2020-0034-TUR,2020,Earthquake
2020-0073-TUR,2020,Earthquake
2020-0251-TUR,2020,Earthquake
2020-0279-TUR,2020,Earthquake
2020-0466-TUR,2020,Earthquake
2020-0253-TUR,2020,Flood
2020-0287-TUR,2020,Flood
2020-0044-TUR,2020,Landslide
2020-0597-TUR,2020,Flood
2020-0015-TUV,2020,Storm
2020-0308-TWN,2020,Storm
2020-0037-TZA,2020,Flood
2020-0458-TZA,2020,Flood
2020-0194-TZA,2020,Flood
2020-0164-UGA,2020,Flood
2020-0385-UGA,2020,Flood
2020-0318-UKR,2020,Wildfire
2020-0349-UKR,2020,Wildfire
2020-0283-UKR,2020,Flood
2020-0580-USA,2020,Storm
2020-0584-USA,2020,Storm
2019-0534-VNM,2019,Storm
2019-0624-USA,2019,Storm
2019-0593-USA,2019,Storm
2019-0549-VNM,2019,Storm
2019-0517-USA,2019,Wildfire
2019-0609-VEN,2019,Flood
2019-0531-WSM,2019,Epidemic
2019-0644-YEM,2019,Epidemic
2019-0548-ZAF,2019,Storm
2019-9598-ZAF,2019,Drought
2019-0607-ZAF,2019,Flood
2019-0561-COD,2019,Flood
2019-0623-COD,2019,Landslide
2019-0615-COD,2019,Epidemic
2019-0614-COD,2019,Epidemic
2020-0583-USA,2020,Storm
2020-0157-UZB,2020,Flood
2020-0538-USA,2020,Storm
2020-0088-VNM,2020,Storm
2020-0474-USA,2020,Storm
2020-0489-ZAF,2020,Storm
2020-0328-VNM,2020,Flood
2020-0470-VNM,2020,Storm
2020-0531-COD,2020,Flood
2020-0285-SRB,2020,Flood
2020-0212-USA,2020,Flood
2020-0604-ZMB,2020,Flood
2020-0190-USA,2020,Storm
2020-0238-USA,2020,Storm
2020-0108-YEM,2020,Flood
2021-0096-USA,2021,Storm
2020-9585-USA,2020,Drought
2020-0148-USA,2020,Storm
2020-0167-USA,2020,Storm
2020-0011-USA,2020,Storm
2020-0316-USA,2020,Storm
2020-0412-USA,2020,Storm
2020-0438-USA,2020,Storm
2020-0165-VNM,2020,Storm
2020-0411-VNM,2020,Storm
2020-0501-VNM,2020,Storm
2020-0542-VNM,2020,Storm
2021-0036-ZAF,2021,Storm
2020-0483-USA,2020,Storm
2020-0376-USA,2020,Storm
2020-0082-USA,2020,Storm
2020-0582-USA,2020,Storm
2020-0089-USA,2020,Flood
2020-0219-USA,2020,Storm
2020-0312-USA,2020,Storm
2020-0441-USA,2020,Wildfire
2020-0478-VCT,2020,Epidemic
2020-0498-VEN,2020,Flood
2020-0307-VNM,2020,Storm
2020-0425-VNM,2020,Storm
2020-0462-VNM,2020,Storm
2020-0558-VNM,2020,Storm
2020-0132-VUT,2020,Storm
2020-0168-YEM,2020,Flood
2020-0216-YEM,2020,Flood
2020-0314-YEM,2020,Flood
2020-0319-YEM,2020,Flood
2020-0050-ZAF,2020,Flood
2020-0419-COD,2020,Flood
2020-0497-COD,2020,Epidemic
2020-0123-COD,2020,Flood
2020-0128-COD,2020,Flood
2020-0152-COD,2020,Flood
2020-0175-COD,2020,Flood
2020-0031-ZMB,2020,Flood
2020-0110-ZMB,2020,Flood
2021-0036-ZWE,2021,Storm
2020-0131-TLS,2020,Flood
2020-0362-SSD,2020,Flood
